_created_at_rank,_sample_seed,_stratum_key,agent,approved_review_count,body,bot_comment_count,bot_pr_comment_count,bot_review_comment_count,bot_review_count,change_complexity_bin,changes_requested_review_count,closed_at,commented_review_count,commit_count,created_at,created_period,first_approval_at,first_human_review_at,forks,full_name,html_url,human_comment_count,human_pr_comment_count,human_review_comment_count,human_review_count,id,language,merged,merged_at,number,population_case_type,pr_comment_count,pr_id,repo_id,repo_popularity_bin,repo_url,review_comment_count,review_count,stars,state,task_confidence,task_type,title,unique_commit_authors_count,unique_reviewers_count,user,user_id
2475,20260510,Copilot,Copilot,2,"Fixes #25422

## Problem

The current example for the `in` parameter modifier uses a simple `int` parameter, which doesn't effectively demonstrate the purpose and benefits of the `in` modifier. As pointed out in the issue:

- Without the `in` keyword, the value would still be 44 (since `int` is a value type)
- The example doesn't show why you'd use `in` in the first place  
- It only demonstrates that you can't modify the parameter (via commented code)

## Solution

Replaced the inadequate `int` example with a comprehensive struct-based demonstration that addresses all concerns:

### Before (Problematic):
```csharp
int readonlyArgument = 44;
InArgExample(readonlyArgument);
Console.WriteLine(readonlyArgument);     // value is still 44

void InArgExample(in int number)
{
    // Uncomment the following line to see error CS8331
    //number = 19;
}
```

### After (Improved):
```csharp
var largeStruct = new LargeStruct { Value1 = 42, Value2 = 3.14, Value3 = ""Hello"" };

// Using 'in' avoids copying the large struct and prevents modification
ProcessLargeStruct(in largeStruct);
Console.WriteLine($""Original value unchanged: {largeStruct.Value1}"");

// Without 'in', the struct would be copied (less efficient for large structs)
ProcessLargeStructByValue(largeStruct);
Console.WriteLine($""Original value still unchanged: {largeStruct.Value1}"");

void ProcessLargeStruct(in LargeStruct data)
{
    // Can read the values
    Console.WriteLine($""Processing: {data.Value1}, {data.Value2}, {data.Value3}"");
    
    // Uncomment the following line to see error CS8331
    // data.Value1 = 99; // Compilation error: cannot assign to 'in' parameter
}

void ProcessLargeStructByValue(LargeStruct data)
{
    // This method receives a copy of the struct
    Console.WriteLine($""Processing copy: {data.Value1}, {data.Value2}, {data.Value3}"");
    
    // Modifying the copy doesn't affect the original
    data.Value1 = 99;
}
```

## What the New Example Demonstrates

1. **Why use `in`**: Performance benefits when passing large structs (avoids copying)
2. **Realistic scenario**: Processing data without needing to modify it
3. **Clear comparison**: Shows both `in` parameter and regular parameter methods side-by-side
4. **Immutability**: Demonstrates that `in` parameters cannot be modified
5. **Educational value**: Enhanced comments explain the behavior and benefits

## Changes Made

- Updated `FirstInExample()` method in `RefParameterModifier.cs` with meaningful struct-based example
- Added `LargeStruct` definition with multiple fields to demonstrate performance benefits
- Enhanced comments explaining the purpose and benefits of `in` modifier
- Maintained backward compatibility with existing documentation structure

The example now clearly shows why developers would choose to use the `in` modifier and provides a practical, educational demonstration of its benefits.

<!-- START COPILOT CODING AGENT TIPS -->
---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.",0,0,0,0,low,0,2025-07-15T18:47:41Z,0,2,2025-07-08T14:24:58Z,recent,2025-07-14 19:02:00+00:00,2025-07-14 19:02:00+00:00,6026,dotnet/docs,https://github.com/dotnet/docs/pull/47134,4,4,0,2,3212763311,,true,2025-07-15T18:47:41Z,47134,merged_after_rework,4,3212763311,35890081,high,https://api.github.com/repos/dotnet/docs,0,2,4500,closed,9,docs,Improve `in` parameter modifier example with meaningful struct-based demonstration,1,2,Copilot,198982749
2516,20260510,Copilot,Copilot,4,"## Problem

Text on the getting-started page appears as light grey and is difficult to read in Microsoft Edge on mobile devices, while the same text displays correctly as black in Safari mobile. This creates an accessibility issue for users browsing the site on Edge mobile.

**Before (Edge mobile):**
![Edge mobile showing light grey, hard-to-read text](https://github.com/Azure/awesome-azd/assets/55554236/b363191f-6c80-4629-9ccf-529f0825562c)

**Expected (Safari mobile):**
![Safari mobile showing proper black text](https://github.com/Azure/awesome-azd/assets/55554236/8a3ccbbf-70a0-40c1-8c2f-7ed85629c30b)

## Root Cause

The issue was caused by:
1. Hardcoded inline color styles (`style={{ color: ""#242424"" }}`) in React Text components
2. Invalid CSS syntax with quoted color values (`color: ""#242424"";`) in existing stylesheets
3. Missing cross-browser compatibility considerations
4. Lack of proper dark theme support for hero text elements

## Solution

### 1. Created proper CSS classes for text colors
- Added `.heroText` class in `getting-started/styles.module.css` with `#000000` (pure black) for better cross-browser compatibility
- Included dark theme support with `#ffffff` (white) for optimal contrast

### 2. Replaced inline styles with CSS classes
- Removed hardcoded `style={{ color: ""#242424"" }}` from Text components
- Applied `.heroText` CSS class while preserving existing margin styling
- Improved separation of concerns between styling and component logic

### 3. Fixed invalid CSS syntax
- Corrected `color: ""#242424"";` to `color: #242424;` in `ShowcaseCardPanel/styles.module.css`
- Removed invalid quotes around CSS color values

### 4. Enhanced theme support
- Added proper dark theme variants for all affected text elements
- Ensured consistent text readability across light and dark modes

## Technical Benefits

- ✅ Better cross-browser compatibility, especially for Edge mobile
- ✅ Improved code maintainability through proper CSS class usage
- ✅ Enhanced accessibility with consistent text contrast
- ✅ Fixed CSS syntax errors that could cause rendering issues
- ✅ Comprehensive dark theme support

## Testing

- Verified successful build compilation
- Confirmed correct CSS generation in production build
- Validated dark theme functionality
- Ensured no regression in existing functionality

Fixes #396.

<!-- START COPILOT CODING AGENT TIPS -->
---

💬 Share your feedback on Copilot coding agent for the chance to win a $200 gift card! Click [here](https://survey.alchemer.com/s3/8343779/Copilot-Coding-agent) to start the survey.",0,0,0,0,low,0,2025-07-10T02:26:36Z,0,2,2025-07-09T14:43:26Z,recent,2025-07-09 19:05:28+00:00,2025-07-09 19:05:28+00:00,127,Azure/awesome-azd,https://github.com/Azure/awesome-azd/pull/623,1,1,0,4,3216197213,TypeScript,true,2025-07-10T02:26:36Z,623,merged_after_rework,1,3216197213,540012802,low,https://api.github.com/repos/Azure/awesome-azd,0,4,216,closed,10,fix,Fix text color readability issue on Edge mobile browser,1,4,Copilot,198982749
2549,20260510,Copilot,Copilot,2,"Resolves a crash that occurred when processing DOCX files containing mathematical formulas with fractions that lack the `fPr` (fraction properties) element.

## Problem

When converting DOCX files with mathematical equations, Docling would crash with `KeyError: 'fPr'` when encountering fractions that don't have explicit formatting properties defined in the OMML (Office Math Markup Language).

```python
from docling.document_converter import DocumentConverter
from pathlib import Path

converter = DocumentConverter()
# This would crash with KeyError: 'fPr'
result = converter.convert(Path('document_with_fractions.docx'))
```

## Solution

Modified the `do_f` method in `docling/backend/docx/latex/omml.py` to:

1. **Use safe dictionary access**: Changed `c_dict[""fPr""]` to `c_dict.get(""fPr"")` to avoid KeyError
2. **Handle missing properties gracefully**: When `fPr` is missing, use default fraction formatting (`\frac{num}{den}`)
3. **Add informative warnings**: Log warnings when fraction properties are missing
4. **Provide fallback placeholders**: Use ""formula_skipped"" placeholder for missing numerator/denominator components

## Key Changes

- **Before**: Direct dictionary access caused crashes when `fPr` was missing
- **After**: Graceful handling with default formatting and appropriate warnings

## Benefits

- ✅ **Document processing continues** without interruption when fractions lack properties
- ✅ **Informative warnings** notify users about missing elements
- ✅ **Backward compatibility** maintained for normal fractions with `fPr` elements
- ✅ **Placeholder support** for missing components as requested
- ✅ **Default formatting** applied when properties are absent

## Test Coverage

Added comprehensive tests covering:
- Simple fractions with missing `fPr` elements
- Complex equations with missing `fPr` elements
- Fractions with missing numerator/denominator components
- Normal fractions with `fPr` elements (regression testing)

The fix ensures users can now process DOCX files with mathematical formulas without crashes, with appropriate placeholders inserted and processing continuing as requested.

Fixes #1915.

<!-- START COPILOT CODING AGENT TIPS -->
---

💬 Share your feedback on Copilot coding agent for the chance to win a $200 gift card! Click [here](https://survey.alchemer.com/s3/8343779/Copilot-Coding-agent) to start the survey.",3,3,0,0,medium,0,2025-07-11T07:52:15Z,2,5,2025-07-10T13:01:55Z,recent,2025-07-10 14:25:36+00:00,2025-07-10 14:01:34+00:00,2359,docling-project/docling,https://github.com/docling-project/docling/pull/1926,2,0,2,4,3219282636,Python,true,2025-07-11T07:52:15Z,1926,merged_after_rework,3,3219282636,826168160,high,https://api.github.com/repos/docling-project/docling,2,4,34981,closed,10,fix,fix: KeyError: 'fPr' when processing latex fractions in DOCX files,2,2,Copilot,198982749
2589,20260510,Copilot,Copilot,2,"This PR implements trimmed responses for Azure DevOps MCP server tools to dramatically reduce LLM token consumption while maintaining backward compatibility.

## Problem

The MCP server tools were returning full REST API JSON payloads, causing unnecessary token burn and making it difficult for weaker LLMs to extract relevant information. For example:

- `ado_resolve_comment` was returning 4200+ character responses when a simple ""resolved"" message would suffice
- `ado_list_pull_request_threads` was returning verbose payloads with `_links` objects, deleted comments, and unnecessary author properties

## Solution

Added a `fullResponse` parameter (defaults to `false`) to key repository tools that provides two response modes:

### Trimmed Mode (Default)
- **Action tools** (`resolve_comment`, `reply_to_comment`) return simple success messages
- **List tools** (`list_pull_request_threads`, `list_pull_request_thread_comments`) return filtered data excluding:
  - Deleted comments
  - `_links` objects 
  - Verbose author properties (imageUrl, descriptor, url)

### Full Mode (Opt-in)
- Set `fullResponse: true` to get complete REST API responses for debugging or advanced use cases

## Token Savings

Real-world examples show dramatic improvements:

- **resolve_comment**: 97.3% reduction (1346 → 37 characters)
- **reply_to_comment**: 92.5% reduction (549 → 41 characters)  
- **list_pull_request_threads**: 55.3% reduction (680 → 304 characters)

## Example Usage

```typescript
// Trimmed response (default)
await server.request({
  method: ""tools/call"",
  params: {
    name: ""repo_resolve_comment"",
    arguments: { repositoryId: ""repo1"", pullRequestId: 123, threadId: 456 }
  }
});
// Returns: ""Thread 456 was successfully resolved.""

// Full response (opt-in)
await server.request({
  method: ""tools/call"", 
  params: {
    name: ""repo_resolve_comment"",
    arguments: { 
      repositoryId: ""repo1"", 
      pullRequestId: 123, 
      threadId: 456,
      fullResponse: true 
    }
  }
});
// Returns: Complete thread JSON with all properties
```

## Modified Tools

- `repo_resolve_comment` - Simple success message vs full thread JSON
- `repo_reply_to_comment` - Simple success message vs full comment JSON  
- `repo_list_pull_request_threads` - Filtered thread data vs complete response
- `repo_list_pull_request_thread_comments` - Filtered comment data vs complete response

All changes maintain full backward compatibility via the optional `fullResponse` parameter.

Fixes #36.

<!-- START COPILOT CODING AGENT TIPS -->
---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.",7,2,5,5,high,0,2025-07-23T11:44:31Z,11,8,2025-07-11T07:44:05Z,recent,2025-07-22 18:27:13+00:00,2025-07-22 17:00:18+00:00,150,microsoft/azure-devops-mcp,https://github.com/microsoft/azure-devops-mcp/pull/247,8,2,6,8,3221925890,TypeScript,true,2025-07-23T11:44:31Z,247,merged_after_rework,4,3221925890,984142834,low,https://api.github.com/repos/microsoft/azure-devops-mcp,11,13,509,closed,9,feat,Trim MCP server tool payloads to reduce token consumption,3,3,Copilot,198982749
2593,20260510,Copilot,Copilot,0,"## Summary

This PR adds a comprehensive `.github/copilot-instructions.md` file to provide AI coding agents with essential knowledge for immediate productivity when working with the GenAIScript codebase.

## What's Added

- **Architecture Overview**: Clear breakdown of the monorepo structure and major components
- **Development Patterns**: Project-specific conventions for GenAI scripts, TypeScript usage, and core APIs
- **Build System**: Validated commands for pnpm workspaces, Turbo orchestration, and testing workflows
- **Integration Points**: Coverage of LLM providers, external services, and file format support
- **Essential References**: Key files and directories that exemplify important patterns

## Key Features

The instructions focus on **actionable, project-specific knowledge** rather than generic advice:

```typescript
// GenAI Script Pattern
script({
    model: ""large"",
    system: [""system"", ""system.files""],
    tools: [""fs"", ""md""]
})

def(""FILES"", env.files)
$`Analyze FILES and extract insights`
```

**Build Commands** (all validated):
```bash
pnpm run build:cli          # Build CLI without docs/vscode
pnpm run test:core          # Core package tests
pnpm run test:samples       # Sample project tests
pnpm run genai <script>     # Run GenAI scripts
```

## Design Decisions

- **Concise**: 128 lines total, hitting the target range of 20-50 lines per section
- **Discoverable**: Documents existing patterns found in the codebase, not aspirational practices
- **Specific**: Includes concrete examples from `genaisrc/` and `samples/` directories
- **Validated**: All commands and patterns verified against the actual codebase

## Integration with Existing AI Instructions

This complements the existing `.github/instructions/genaiscript.instructions.md` by providing broader architectural context, while that file focuses specifically on `.genai.*` file development.

The instructions will help AI coding agents quickly understand:
- How to navigate the monorepo structure
- Which packages handle different responsibilities
- How to run builds, tests, and development workflows
- Where to find examples and patterns for common tasks

> [!WARNING]
>
> <details>
> <summary>Firewall rules blocked me from connecting to one or more addresses</summary>
>
> #### I tried to connect to the following addresses, but was blocked by firewall rules:
>
> - `cdn.sheetjs.com`
>   - Triggering command: `node /home/REDACTED/.local/share/pnpm/.tools/pnpm/10.12.3/bin/pnpm install` (dns block)
> - `esm.ubuntu.com`
>   - Triggering command: `/usr/lib/apt/methods/https` (dns block)
>
> If you need me to access, download, or install something from one of these locations, you can either:
>
> - Configure [Actions setup steps](https://gh.io/copilot/actions-setup-steps) to set up my environment, which run before the firewall is enabled
> - Add the appropriate URLs or hosts to my [firewall allow list](https://gh.io/copilot/firewall-config)
>
> </details>



<!-- START COPILOT CODING AGENT TIPS -->
---

💬 Share your feedback on Copilot coding agent for the chance to win a $200 gift card! Click [here](https://survey.alchemer.com/s3/8343779/Copilot-Coding-agent) to start the survey.",1,1,0,0,low,0,2025-07-11T10:25:21Z,0,2,2025-07-11T09:44:50Z,recent,NaT,NaT,201,microsoft/genaiscript,https://github.com/microsoft/genaiscript/pull/1724,1,1,0,0,3222280386,TypeScript,true,2025-07-11T10:25:21Z,1724,merged_after_rework,2,3222280386,679784368,medium,https://api.github.com/repos/microsoft/genaiscript,0,0,2742,closed,10,docs,Add comprehensive .github/copilot-instructions.md for AI coding agents,1,0,Copilot,198982749
2595,20260510,Copilot,Copilot,1,"This PR improves the logging behavior for parameter processing in the Aspire hosting orchestrator by implementing two key changes:

## Changes Made

### 1. Remove exception logging for missing parameter values
- Modified `ProcessParameterAsync` to log warnings without exception details when a `MissingParameterValueException` occurs
- Changed from `LogWarning(ex, message)` to `LogWarning(message)` to reduce noise in logs
- Other exception types continue to log with full exception details as before

### 2. Add parameter resolution logging via interaction service
- Added information logging when parameters are successfully resolved through user interaction
- Uses the resource logger service to log resolution events for better observability
- Helps track when parameters are provided by users during runtime

## Code Changes

**Before:**
```csharp
loggerService.GetLogger(parameterResource)
    .LogWarning(ex, ""Parameter resource {ResourceName} could not be initialized. Waiting for user input."", parameterResource.Name);
```

**After:**
```csharp
loggerService.GetLogger(parameterResource)
    .LogWarning(""Parameter resource {ResourceName} could not be initialized. Waiting for user input."", parameterResource.Name);

// Later, when resolved via interaction:
loggerService.GetLogger(parameter)
    .LogInformation(""Parameter resource {ResourceName} has been resolved via user interaction."", parameter.Name);
```

## Testing

Added comprehensive unit tests to validate:
- Missing parameter values log warnings without exception details
- Non-missing parameter exceptions continue to log with full exception information  
- Parameter resolution via user interaction logs appropriate information messages
- All existing functionality remains unchanged (13/13 tests passing)

These changes improve the clarity and utility of resource parameter logs in Aspire by reducing noise from expected missing parameter scenarios while maintaining full visibility into resolution events.

Fixes #10319.

<!-- START COPILOT CODING AGENT TIPS -->
---

💬 Share your feedback on Copilot coding agent for the chance to win a $200 gift card! Click [here](https://survey.alchemer.com/s3/8343779/Copilot-Coding-agent) to start the survey.",1,1,0,1,low,0,2025-07-11T12:50:15Z,1,2,2025-07-11T10:20:33Z,recent,2025-07-11 12:37:18+00:00,2025-07-11 12:37:18+00:00,659,dotnet/aspire,https://github.com/dotnet/aspire/pull/10320,1,1,0,1,3222379511,C#,true,2025-07-11T12:50:15Z,10320,merged_after_rework,2,3222379511,696529789,high,https://api.github.com/repos/dotnet/aspire,0,2,4723,closed,9,fix,Improve parameter resolution logging and exception handling in ParameterProcessor,1,2,Copilot,198982749
2596,20260510,Copilot,Copilot,1,"## Problem

The `maturin sdist` command was always setting `all_features: true` to ensure all optional path dependencies are packaged into the source distribution. However, this caused failures for projects with mutually exclusive features, as reported in #2673.

For example, a project using `inkwell` with multiple incompatible features would fail during sdist generation because enabling all features simultaneously created conflicting dependencies.

## Solution

This PR modifies the sdist command to only enable `all_features: true` when the project actually has local path dependencies. The logic is:

- **With path dependencies**: Enable `all_features: true` (preserves current behavior)
- **Without path dependencies**: Use default feature selection (new behavior)

## Changes

1. **Added `has_path_dependencies()` function** in `src/source_distribution.rs`:
   - Efficiently scans the dependency graph to detect local path dependencies
   - Returns `true` if any path dependencies are found, `false` otherwise

2. **Modified SDist command** in `src/main.rs`:
   - Checks for path dependencies before building
   - Conditionally sets `all_features` based on the result
   - Falls back to `false` if metadata cannot be retrieved

3. **Added unit test** to verify the path dependency detection works correctly for both scenarios

## Testing

- ✅ Projects **with** path dependencies continue to work (existing behavior preserved)
- ✅ Projects **without** path dependencies now work with incompatible features
- ✅ All existing sdist tests pass
- ✅ New unit test verifies detection logic

## Example

Before this fix, a project with incompatible features would fail:
```bash
$ maturin sdist
# Failed because all_features=true activated incompatible features
```

After this fix, the same project succeeds:
```bash
$ maturin sdist  
# Succeeds because no path dependencies detected, all_features=false
```

Projects with actual path dependencies continue to work as before, ensuring optional path dependencies are still properly packaged.

Fixes #2673

<!-- START COPILOT CODING AGENT TIPS -->
---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.",4,3,1,1,medium,0,2025-07-11T12:50:36Z,2,7,2025-07-11T10:58:56Z,recent,2025-07-11 12:30:01+00:00,2025-07-11 11:18:39+00:00,333,PyO3/maturin,https://github.com/PyO3/maturin/pull/2674,4,3,1,2,3222480219,Rust,true,2025-07-11T12:50:36Z,2674,merged_after_rework,6,3222480219,141846986,high,https://api.github.com/repos/PyO3/maturin,2,3,4749,closed,9,fix,Only use all_features=true in sdist when local path dependencies exist,2,2,Copilot,198982749
2624,20260510,Copilot,Copilot,0,"This PR implements support for forwarding stepdown requests between cluster nodes when the receiving node is not the leader.

## Problem

Previously, when a non-leader node received a DELETE request to `/leader` (stepdown request), it would return a 503 Service Unavailable error. This required clients to manually determine the leader and retry the request.

## Solution

Following the established pattern used by other cluster operations (like `RemoveNode` and `Backup`), stepdown requests are now automatically forwarded to the leader when `ErrNotLeader` is returned.

## Changes Made

### Protobuf Extensions
- Added `COMMAND_TYPE_STEPDOWN` enum value
- Added `StepdownRequest` message with `wait` field
- Added `CommandStepdownResponse` message for responses

### Cluster Client
- Implemented `Stepdown()` method following the same pattern as existing cluster operations
- Added proper error handling and response unmarshaling

### Cluster Service  
- Added stepdown command handler with authorization checks using `auth.PermLeaderOps`
- Added statistics tracking (`numStepdownRequest`)

### HTTP Service
- Updated `handleLeader()` to forward stepdown requests to leader when `ErrNotLeader` is returned
- Added `numRemoteStepdowns` statistic
- Maintains backward compatibility for successful local stepdowns

### Testing
- Updated existing tests to verify new forwarding behavior
- Added test for successful forwarding case (`Test_LeaderDELETE_ForwardToLeader`)
- Added test for forwarding error case (`Test_LeaderDELETE_ForwardError`)
- Updated mock services to implement new interface methods

## Behavior Change

**Before**: Non-leader receives stepdown request → Returns 503 error
**After**: Non-leader receives stepdown request → Forwards to leader → Returns leader's response

This change makes stepdown requests consistent with other cluster operations and provides a better user experience by eliminating the need for manual leader discovery and retry logic.

Fixes #2155.

> [!WARNING]
>
> <details>
> <summary>Firewall rules blocked me from connecting to one or more addresses</summary>
>
> #### I tried to connect to the following addresses, but was blocked by firewall rules:
>
> - `esm.ubuntu.com`
>   - Triggering command: `/usr/lib/apt/methods/https` (dns block)
> - `invalid-address`
>   - Triggering command: `/tmp/go-build433373811/b001/http.test -test.testlogfile=/tmp/go-build433373811/b001/testlog.txt -test.paniconexit0 -test.timeout=1m0s` (dns block)
>
> If you need me to access, download, or install something from one of these locations, you can either:
>
> - Configure [Actions setup steps](https://gh.io/copilot/actions-setup-steps) to set up my environment, which run before the firewall is enabled
> - Add the appropriate URLs or hosts to my [firewall allow list](https://gh.io/copilot/firewall-config)
>
> </details>



<!-- START COPILOT CODING AGENT TIPS -->
---

💬 Share your feedback on Copilot coding agent for the chance to win a $200 gift card! Click [here](https://survey.alchemer.com/s3/8343779/Copilot-Coding-agent) to start the survey.",2,1,1,1,medium,0,2025-07-12T15:46:55Z,2,5,2025-07-12T00:17:06Z,recent,NaT,2025-07-12 00:40:59+00:00,745,rqlite/rqlite,https://github.com/rqlite/rqlite/pull/2156,1,0,1,1,3224542009,Go,true,2025-07-12T15:46:55Z,2156,merged_after_rework,1,3224542009,23247808,high,https://api.github.com/repos/rqlite/rqlite,2,2,16816,closed,9,feat,"Support processing of intra-cluster ""stepdown"" requests",2,2,Copilot,198982749
2625,20260510,Copilot,Copilot,1,"The OpenAPI XML comment generator was producing different documentation comment IDs for the same symbols depending on whether they came from in-memory compilation or XML files from referenced assemblies. This mismatch caused valid XML comments to be silently dropped during the merge process.

## Problem

1. **In-memory compilation**: `DocumentationCommentId.CreateDeclarationId(method)` returns IDs with return type suffixes:
   ```
   M:Api.ProjectBoardApis.DeleteProjectBoard(System.Int32)~System.Threading.Tasks.Task
   ```

2. **XML files**: Referenced assemblies contain compiler-style IDs without return type suffixes:
   ```xml
   <member name=""M:Api.ProjectBoardApis.DeleteProjectBoard(System.Int32)"">
   ```

3. **Merge failure**: `DocumentationCommentId.GetFirstSymbolForDeclarationId(name, compilation)` fails to find symbols when the key includes the return type suffix, causing comments to be discarded.

## Solution

Implemented a `NormalizeDocId` helper method that:
- Strips return type suffixes (`~ReturnType`) from ordinary method documentation IDs
- Preserves return type suffixes for conversion operators (`op_Implicit`/`op_Explicit`)
- Normalizes both collection-phase and runtime lookup keys to the compiler-style format

## Changes

- **Parser**: Updated `ParseXmlFile` and `ParseCompilation` to normalize documentation IDs during collection
- **Emitter**: Added `NormalizeDocId` method to generated code and updated transformers to use normalized lookup keys
- **Tests**: Added comprehensive unit tests for normalization logic and integration tests for cross-assembly XML comment merging

## Example

Before the fix, XML comments from referenced assemblies were ignored:
```csharp
// Referenced assembly XML: M:TestApi.Method(System.Int32)
// In-memory lookup:        M:TestApi.Method(System.Int32)~System.Threading.Tasks.Task
// Result: No match, comment dropped
```

After the fix, both are normalized to the same format:
```csharp
// Normalized cache key:    M:TestApi.Method(System.Int32)
// Normalized lookup key:   M:TestApi.Method(System.Int32)  
// Result: Match found, comment applied
```

All existing tests pass, confirming the fix doesn't break any existing functionality while resolving the XML comment merge issue.

Fixes #62691.

<!-- START COPILOT CODING AGENT TIPS -->
---

💬 Share your feedback on Copilot coding agent for the chance to win a $200 gift card! Click [here](https://survey.alchemer.com/s3/8343779/Copilot-Coding-agent) to start the survey.",4,1,3,1,medium,0,2025-07-14T21:40:25Z,2,6,2025-07-12T00:40:49Z,recent,2025-07-14 20:41:48+00:00,2025-07-14 17:50:22+00:00,10420,dotnet/aspnetcore,https://github.com/dotnet/aspnetcore/pull/62692,2,1,1,2,3224573846,C#,true,2025-07-14T21:40:25Z,62692,merged_after_rework,2,3224573846,17620347,high,https://api.github.com/repos/dotnet/aspnetcore,4,3,36926,closed,9,fix,Unify handling of documentation IDs in OpenAPI XML comment generator,2,3,Copilot,198982749
2635,20260510,Copilot,Copilot,1,"## 🎯 Overview

Adds a new page that aggregates and displays network latency charts from multiple servers, allowing users to select which servers to monitor in a single view. This addresses the requirement for ""新增一个聚合显示网络延迟图表的页面，可以在页面内选择不同服务器的网络延迟图表"" (Add an aggregated network latency chart page where users can select different servers' network latency charts).

## ✨ Features

### Navigation Integration
- **Header Button**: New Activity icon button in the header navigation
- **Command Palette**: Added ""Network Charts"" shortcut searchable via keywords: network, latency, charts, monitoring
- **Keyboard Access**: Available through Cmd/Ctrl+K command palette

### Server Selection Interface
- **Interactive Toggles**: Switch components for each online server
- **Auto-selection**: Automatically selects first 3 online servers by default
- **Responsive Grid**: 1-3 columns layout based on screen size
- **Real-time Updates**: Shows only currently online servers

### Multi-Server Chart Display
- **Reused Components**: Leverages existing `NetworkChart` component
- **Individual Charts**: Separate chart for each selected server
- **Full Functionality**: Maintains all existing chart features (monitor selection, peak cutting, etc.)
- **Efficient Loading**: Only fetches data for selected servers

## 🔧 Technical Implementation

### New Files
```
components/NetworkButton.tsx                                    # Navigation button
app/(main)/network/page.tsx                                    # Main network page
app/(main)/ClientComponents/network/AggregatedNetworkCharts.tsx # Core component
```

### Modified Files
- `app/(main)/header.tsx` - Added NetworkButton to navigation
- `components/DashCommand.tsx` - Added network charts shortcut
- `messages/*.json` - Added i18n translations for 4 languages

### Architecture Highlights
- **Zero Breaking Changes**: Fully backward compatible
- **Component Reuse**: Maximizes reuse of existing NetworkChart and UI components
- **API Efficiency**: Uses existing `/api/monitor?server_id=X` endpoints
- **State Management**: Local state for selection, SWR for data fetching

## 🌐 Internationalization

Added complete translations for:
- 🇺🇸 English
- 🇨🇳 Chinese (Simplified)
- 🇹🇼 Chinese (Traditional)  
- 🇯🇵 Japanese

## 📱 User Experience

### Workflow
1. Click Activity icon in header OR use Cmd/Ctrl+K → ""network""
2. Toggle servers on/off using switches in selection card
3. View real-time latency charts for selected servers
4. Compare performance across multiple servers

### Error Handling
- Loading states while fetching data
- Error messages for API failures
- Empty states for no online servers or no selection

## ✅ Quality Assurance

- **TypeScript**: Zero compilation errors
- **Linting**: Passes all Biome checks
- **Formatting**: Consistent code style
- **Architecture**: Follows existing patterns
- **Testing**: Validated JSON translations and route structure

## 📊 Code Stats

- **Lines Added**: ~360 total
- **New Components**: 3
- **Translation Keys**: 24 across 4 languages
- **Files Modified**: 6

This implementation provides a comprehensive solution for monitoring network latency across multiple servers while maintaining the high code quality and user experience standards of the Nezha Dashboard.

> [!WARNING]
>
> <details>
> <summary>Firewall rules blocked me from connecting to one or more addresses</summary>
>
> #### I tried to connect to the following addresses, but was blocked by firewall rules:
>
> - `fonts.googleapis.com`
>   - Triggering command: `/usr/local/bin/node /home/REDACTED/work/nezha-dash/nezha-dash/node_modules/next/dist/compiled/jest-worker/processChild.js` (dns block)
>
> If you need me to access, download, or install something from one of these locations, you can either:
>
> - Configure [Actions setup steps](https://gh.io/copilot/actions-setup-steps) to set up my environment, which run before the firewall is enabled
> - Add the appropriate URLs or hosts to my [firewall allow list](https://gh.io/copilot/firewall-config)
>
> </details>



<!-- START COPILOT CODING AGENT TIPS -->
---

💬 Share your feedback on Copilot coding agent for the chance to win a $200 gift card! Click [here](https://survey.alchemer.com/s3/8343779/Copilot-Coding-agent) to start the survey.",10,10,0,0,high,0,2025-07-24T07:41:06Z,0,16,2025-07-12T09:11:16Z,recent,2025-07-24 07:16:19+00:00,2025-07-24 07:16:19+00:00,876,hamster1963/nezha-dash,https://github.com/hamster1963/nezha-dash/pull/273,8,8,0,1,3225087415,TypeScript,true,2025-07-24T07:41:06Z,273,merged_after_rework,18,3225087415,834237471,medium,https://api.github.com/repos/hamster1963/nezha-dash,0,1,1507,closed,10,feat,feat: Add aggregated network latency charts page with server selection,2,1,Copilot,198982749
