card_id,pr_id,population_case_type,pr_state,merged,repo_id,agent,html_url,,evidence_source,evidence_created_at,merged_at,horas_creacion_a_primera_aprobacion,horas_creacion_a_merge,horas_creacion_a_aceptacion,fuente_tiempo_aceptacion,categoria_retrabajo_pre_merge,justificacion_breve,cita_textual_retrabajo
3150709470-A,3150709470,merged_after_rework,closed,true,101261687,Copilot,https://github.com/Azure/autorest.typescript/pull/3295,,pr_comment,2025-06-16T18:04:17Z,2025-06-19T07:42:04Z,61796,62468,61796,primera_review_aprobada,,,
3151002300-A,3151002300,merged_after_rework,closed,true,323665366,Copilot,https://github.com/microsoft/kiota/pull/6671,,pr_comment,2025-06-17T13:31:22Z,2025-06-17T20:07:52Z,18277,25051,18277,primera_review_aprobada,,,
3151249906-A,3151249906,merged_after_rework,closed,true,780660899,Copilot,https://github.com/vltpkg/vltpkg/pull/864,,pr_comment,2025-06-16T21:07:15Z,2025-06-17T18:53:55Z,22191,22284,22191,primera_review_aprobada,,,
3151439757-A,3151439757,merged_after_rework,closed,true,445862991,Copilot,https://github.com/tomhrr/cosh/pull/168,,pr_comment,2025-06-17T06:50:23Z,2025-06-17T10:56:39Z,,12972,12972,merge_sin_review_aprobada,,,
3151766741-A,3151766741,merged_after_rework,closed,true,998658053,Copilot,https://github.com/MicrosoftDocs/mcp/pull/13,,pr_review_comment,2025-06-17T01:45:15Z,2025-06-17T02:03:32Z,278,399,278,primera_review_aprobada,,,
3154760858-A,3154760858,merged_after_rework,closed,true,967503541,Copilot,https://github.com/Azure/azure-mcp/pull/394,,pr_review_comment,2025-06-19T22:13:57Z,2025-07-15T21:04:10Z,671851,672027,671851,primera_review_aprobada,,,
3156412763-A,3156412763,merged_after_rework,closed,true,445862991,Copilot,https://github.com/tomhrr/cosh/pull/176,,pr_comment,2025-06-18T11:29:37Z,2025-06-19T02:22:09Z,,15423,15423,merge_sin_review_aprobada,,,
3157499461-A,3157499461,merged_after_rework,closed,true,170592186,Copilot,https://github.com/Azure/azure-sdk-tools/pull/10924,,pr_comment,2025-06-18T17:59:11Z,2025-06-18T17:59:40Z,241,1614,241,primera_review_aprobada,,,
3157537779-A,3157537779,merged_after_rework,closed,true,717213617,Copilot,https://github.com/dotnet/docs-aspire/pull/3849,,pr_review_comment,2025-06-25T18:46:42Z,2025-07-01T16:02:09Z,286106,311444,286106,primera_review_aprobada,,,
3158602889-A,3158602889,merged_after_rework,closed,true,1001508386,Copilot,https://github.com/githubnext/awesome-continuous-ai/pull/6,,pr_review_comment,2025-06-19T04:00:09Z,2025-06-26T13:22:05Z,11149,179813,11149,primera_review_aprobada,,,
3158819982-A,3158819982,merged_after_rework,closed,true,680120071,Copilot,https://github.com/microsoft/autogen/pull/6697,,pr_review,2025-06-22T07:31:56Z,2025-06-30T05:15:28Z,265266,265424,265266,primera_review_aprobada,,,
3160865707-A,3160865707,merged_after_rework,closed,true,35890081,Copilot,https://github.com/dotnet/docs/pull/46897,,pr_review_comment,2025-06-19T16:35:28Z,2025-06-23T17:06:04Z,1322,96626,1322,primera_review_aprobada,,,
3161114956-A,3161114956,merged_after_rework,closed,true,108311273,Copilot,https://github.com/Azure/azure-sdk-for-js/pull/34878,,pr_review_comment,2025-06-20T17:57:08Z,2025-07-21T22:22:39Z,23123,771525,23123,primera_review_aprobada,,,
3161317787-A,3161317787,merged_after_rework,closed,true,464577591,Copilot,https://github.com/microsoft/onnxscript/pull/2406,,pr_review_comment,2025-06-20T18:49:44Z,2025-07-30T00:23:58Z,23400,963482,23400,primera_review_aprobada,,,
3161387601-A,3161387601,merged_after_rework,closed,true,55075302,Copilot,https://github.com/dotnet/android/pull/10234,,pr_review_comment,2025-06-19T22:20:18Z,2025-06-23T13:18:00Z,22015,87550,22015,primera_review_aprobada,,,
3163588483-A,3163588483,merged_after_rework,closed,true,344511263,Copilot,https://github.com/microsoft/AzureTRE/pull/4599,,pr_review_comment,2025-06-20T15:33:02Z,2025-06-25T09:05:24Z,113138,114281,113138,primera_review_aprobada,,,
3164670085-A,3164670085,merged_after_rework,closed,true,3263496,Copilot,https://github.com/sshaw/itunes_store_transporter/pull/23,,pr_comment,2025-06-21T02:53:28Z,2025-06-21T03:16:53Z,,857,857,merge_sin_review_aprobada,,,
3166697799-A,3166697799,merged_after_rework,closed,true,162945532,Copilot,https://github.com/oras-project/oras/pull/1755,,pr_review,2025-06-23T05:07:18Z,2025-06-27T04:22:12Z,941,96190,941,primera_review_aprobada,,,
3168487570-A,3168487570,merged_after_rework,closed,true,696529789,Copilot,https://github.com/dotnet/aspire/pull/9992,,pr_review_comment,2025-06-23T15:24:13Z,2025-07-01T06:57:57Z,88974,184130,88974,primera_review_aprobada,,,
3169097473-A,3169097473,merged_after_rework,closed,true,41881900,Copilot,https://github.com/microsoft/vscode/pull/252212,,pr_review_comment,2025-06-24T17:48:58Z,2025-06-24T20:12:11Z,25410,25690,25410,primera_review_aprobada,,,
3169100701-A,3169100701,merged_after_rework,closed,true,860100131,Copilot,https://github.com/microsoft/typescript-go/pull/1268,,pr_review_comment,2025-06-24T18:33:01Z,2025-06-24T21:03:44Z,25092,26530,25092,primera_review_aprobada,,,
3169258531-A,3169258531,merged_after_rework,closed,true,392768635,Copilot,https://github.com/faros-ai/airbyte-connectors/pull/2107,,pr_comment,2025-06-24T13:49:27Z,2025-06-24T15:04:28Z,18867,19440,18867,primera_review_aprobada,,,
3170428337-A,3170428337,merged_after_rework,closed,true,867014724,Copilot,https://github.com/syncfusion/maui-toolkit/pull/199,,pr_comment,2025-06-24T16:21:24Z,2025-06-25T04:29:49Z,22026,22539,22026,primera_review_aprobada,,,
3174268903-A,3174268903,merged_after_rework,closed,true,696529789,Copilot,https://github.com/dotnet/aspire/pull/10035,,pr_review_comment,2025-06-25T06:35:22Z,2025-06-27T01:31:40Z,43171,43906,43171,primera_review_aprobada,,,
3176217773-A,3176217773,merged_after_rework,closed,true,1223855,Copilot,https://github.com/BrighterCommand/Brighter/pull/3638,,pr_review_comment,2025-06-26T12:12:00Z,2025-06-27T07:43:07Z,8,39508,8,primera_review_aprobada,,,
3176871505-A,3176871505,merged_after_rework,closed,true,32944298,Copilot,https://github.com/Z3Prover/z3/pull/7695,,pr_comment,2025-06-25T23:38:46Z,2025-06-28T23:06:03Z,74629,74633,74629,primera_review_aprobada,,,
3179741870-A,3179741870,merged_after_rework,closed,true,409749889,Copilot,https://github.com/KilledByAPixel/LittleJS/pull/144,,pr_review,2025-06-26T20:51:25Z,2025-06-26T20:55:17Z,3919,3928,3919,primera_review_aprobada,,,
3179782246-A,3179782246,merged_after_rework,closed,true,944635237,Copilot,https://github.com/antontanderup/mediocre-hass-media-player-cards/pull/108,,pr_review,2025-06-26T17:36:52Z,2025-06-27T10:30:26Z,17185,17211,17185,primera_review_aprobada,,,
3180334979-A,3180334979,merged_after_rework,closed,true,247681382,Copilot,https://github.com/dotnet/xharness/pull/1428,,pr_comment,2025-06-27T08:02:15Z,2025-06-27T11:21:29Z,11735,14830,11735,primera_review_aprobada,,,
3182285671-A,3182285671,merged_after_rework,closed,true,948560095,Copilot,https://github.com/Azure-Samples/azure-ai-travel-agents/pull/96,,pr_comment,2025-06-30T13:26:16Z,2025-07-23T11:10:01Z,250918,624731,250918,primera_review_aprobada,,,
3188772752-A,3188772752,merged_after_rework,closed,true,41881900,Copilot,https://github.com/microsoft/vscode/pull/253010,,pr_review_comment,2025-06-30T17:24:26Z,2025-07-01T16:46:13Z,2094,25973,2094,primera_review_aprobada,,,
3190392108-A,3190392108,merged_after_rework,closed,true,100315623,Copilot,https://github.com/Azure/autorest.csharp/pull/5358,,pr_review_comment,2025-07-01T02:20:04Z,2025-07-01T04:47:49Z,710,2897,710,primera_review_aprobada,,,
3190568208-A,3190568208,merged_after_rework,closed,true,137104789,Copilot,https://github.com/jamesmh/coravel/pull/443,,pr_review_comment,2025-07-10T01:49:28Z,2025-07-10T02:11:47Z,,214532,214532,merge_sin_review_aprobada,,,
3190616003-A,3190616003,merged_after_rework,closed,true,1322770,Copilot,https://github.com/aaronpowell/httpstatus/pull/164,,pr_review_comment,2025-07-01T04:47:26Z,2025-07-01T05:47:56Z,,1597,1597,merge_sin_review_aprobada,,,
3192728541-A,3192728541,merged_after_rework,closed,true,126311570,Copilot,https://github.com/zfit/zfit/pull/644,,pr_comment,2025-07-01T15:23:37Z,2025-07-08T18:29:48Z,41621,172036,41621,primera_review_aprobada,,,
3193094223-A,3193094223,merged_after_rework,closed,true,552832415,Copilot,https://github.com/Azure/azqr/pull/491,,pr_review_comment,2025-07-01T17:09:14Z,2025-07-01T17:31:53Z,1071,1167,1071,primera_review_aprobada,,,
3195214066-A,3195214066,merged_after_rework,closed,true,999686447,Copilot,https://github.com/microsoft/vscode-copilot-chat/pull/92,,pr_comment,2025-07-02T09:24:41Z,2025-07-03T21:05:51Z,33764,35771,33764,primera_review_aprobada,,,
3195598738-A,3195598738,merged_after_rework,closed,true,136202695,Copilot,https://github.com/mlflow/mlflow/pull/16533,,pr_review_comment,2025-07-02T11:52:21Z,2025-07-02T12:52:20Z,1252,1257,1252,primera_review_aprobada,,,
3195801570-A,3195801570,merged_after_rework,closed,true,696529789,Copilot,https://github.com/dotnet/aspire/pull/10203,,pr_comment,2025-07-06T05:40:26Z,2025-07-11T11:24:23Z,191887,214604,191887,primera_review_aprobada,,,
3195969460-A,3195969460,merged_after_rework,closed,true,991787132,Copilot,https://github.com/linux-do/cdk/pull/27,,pr_comment,2025-07-02T13:42:35Z,2025-07-02T14:05:17Z,118,400,118,primera_review_aprobada,,,
3196128756-A,3196128756,merged_after_rework,closed,true,35890081,Copilot,https://github.com/dotnet/docs/pull/47075,,pr_review_comment,2025-07-03T15:33:53Z,2025-07-08T16:09:00Z,25323,145642,25323,primera_review_aprobada,,,
3196952174-A,3196952174,merged_after_rework,closed,true,511141524,Copilot,https://github.com/valkey-io/valkey-glide/pull/4287,,pr_review,2025-07-02T19:39:00Z,2025-07-03T14:52:47Z,734,19524,734,primera_review_aprobada,,,
3198374664-A,3198374664,merged_after_rework,closed,true,694946961,Copilot,https://github.com/AfterShip/clickhouse-sql-parser/pull/172,,pr_comment,2025-07-03T07:49:00Z,2025-07-03T07:47:35Z,241,244,241,primera_review_aprobada,,,
3198732250-A,3198732250,merged_after_rework,closed,true,136202695,Copilot,https://github.com/mlflow/mlflow/pull/16551,,pr_review_comment,2025-07-03T11:32:19Z,2025-07-03T23:42:18Z,2011,14098,2011,primera_review_aprobada,,,
3199332203-A,3199332203,merged_after_rework,closed,true,885594725,Copilot,https://github.com/humanwhocodes/crosspost/pull/104,,pr_review_comment,2025-07-03T15:19:38Z,2025-07-03T21:26:21Z,8330,8332,8330,primera_review_aprobada,,,
3199964804-A,3199964804,merged_after_rework,closed,true,898171798,Copilot,https://github.com/microsoft/fabric-cicd/pull/394,,pr_comment,2025-07-03T17:50:57Z,2025-07-07T19:50:13Z,96907,99276,96907,primera_review_aprobada,,,
3200243112-A,3200243112,merged_after_rework,closed,true,42490910,Copilot,https://github.com/iovisor/ubpf/pull/672,,pr_comment,2025-07-03T18:37:47Z,2025-07-10T21:56:02Z,116,171662,116,primera_review_aprobada,,,
3204148886-A,3204148886,merged_after_rework,closed,true,816422401,Copilot,https://github.com/sysadminsmedia/homebox/pull/862,,pr_comment,2025-07-09T10:35:33Z,2025-07-05T03:44:21Z,495,500,495,primera_review_aprobada,,,
3208545473-A,3208545473,merged_after_rework,closed,true,29048891,Copilot,https://github.com/dotnet/fsharp/pull/18737,,pr_review_comment,2025-07-07T12:25:53Z,2025-07-11T17:11:37Z,98356,102197,98356,primera_review_aprobada,,,
3208915386-A,3208915386,merged_after_rework,closed,true,210716005,Copilot,https://github.com/dotnet/runtime/pull/117365,,pr_comment,2025-07-07T13:14:12Z,2025-07-08T20:06:34Z,1096,31244,1096,primera_review_aprobada,,,
3209569709-A,3209569709,merged_after_rework,closed,true,967503541,Copilot,https://github.com/Azure/azure-mcp/pull/525,,pr_review,2025-07-07T16:31:49Z,2025-07-07T20:04:44Z,657,3873,657,primera_review_aprobada,,,
3209650898-A,3209650898,merged_after_rework,closed,true,222508781,Copilot,https://github.com/dotnet/android-libraries/pull/1198,,pr_review,2025-07-07T19:10:53Z,2025-07-17T12:37:55Z,235946,236002,235946,primera_review_aprobada,,,
3210172444-A,3210172444,merged_after_rework,closed,true,185841694,Copilot,https://github.com/CoreWCF/CoreWCF/pull/1621,,pr_review_comment,2025-07-22T01:55:01Z,2025-07-22T22:53:35Z,360253,362423,360253,primera_review_aprobada,,,
3212763311-A,3212763311,merged_after_rework,closed,true,35890081,Copilot,https://github.com/dotnet/docs/pull/47134,,pr_review,2025-07-14T19:02:00Z,2025-07-15T18:47:41Z,148617,172379,148617,primera_review_aprobada,,,
3216197213-A,3216197213,merged_after_rework,closed,true,540012802,Copilot,https://github.com/Azure/awesome-azd/pull/623,,pr_review,2025-07-09T19:05:28Z,2025-07-10T02:26:36Z,4367,11719,4367,primera_review_aprobada,,,
3219282636-A,3219282636,merged_after_rework,closed,true,826168160,Copilot,https://github.com/docling-project/docling/pull/1926,,pr_review_comment,2025-07-10T14:01:27Z,2025-07-11T07:52:15Z,1395,18839,1395,primera_review_aprobada,,,
3221925890-A,3221925890,merged_after_rework,closed,true,984142834,Copilot,https://github.com/microsoft/azure-devops-mcp/pull/247,,pr_review_comment,2025-07-22T17:00:18Z,2025-07-23T11:44:31Z,274719,292007,274719,primera_review_aprobada,,,
3222280386-A,3222280386,merged_after_rework,closed,true,679784368,Copilot,https://github.com/microsoft/genaiscript/pull/1724,,pr_comment,2025-07-11T10:11:02Z,2025-07-11T10:25:21Z,,675,675,merge_sin_review_aprobada,,,
3222379511-A,3222379511,merged_after_rework,closed,true,696529789,Copilot,https://github.com/dotnet/aspire/pull/10320,,pr_comment,2025-07-11T12:50:34Z,2025-07-11T12:50:15Z,2279,2495,2279,primera_review_aprobada,,,
3222480219-A,3222480219,merged_after_rework,closed,true,141846986,Copilot,https://github.com/PyO3/maturin/pull/2674,,pr_review_comment,2025-07-11T11:18:39Z,2025-07-11T12:50:36Z,1518,1861,1518,primera_review_aprobada,,,
3224542009-A,3224542009,merged_after_rework,closed,true,23247808,Copilot,https://github.com/rqlite/rqlite/pull/2156,,pr_review_comment,2025-07-12T00:39:54Z,2025-07-12T15:46:55Z,,15497,15497,merge_sin_review_aprobada,,,
3224573846-A,3224573846,merged_after_rework,closed,true,17620347,Copilot,https://github.com/dotnet/aspnetcore/pull/62692,,pr_review_comment,2025-07-14T17:50:22Z,2025-07-14T21:40:25Z,68016,68993,68016,primera_review_aprobada,,,
3225087415-A,3225087415,merged_after_rework,closed,true,834237471,Copilot,https://github.com/hamster1963/nezha-dash/pull/273,,pr_comment,2025-07-12T09:34:55Z,2025-07-24T07:41:06Z,286084,286497,286084,primera_review_aprobada,,,
3225468380-A,3225468380,merged_after_rework,closed,true,263179176,Copilot,https://github.com/jeroenterheerdt/HAsmartirrigation/pull/585,,pr_review_comment,2025-07-12T18:12:07Z,2025-07-12T18:29:39Z,3257,3273,3257,primera_review_aprobada,,,
3225681004-A,3225681004,merged_after_rework,closed,true,263179176,Copilot,https://github.com/jeroenterheerdt/HAsmartirrigation/pull/588,,pr_comment,2025-07-12T19:16:05Z,2025-07-12T19:21:15Z,,289,289,merge_sin_review_aprobada,,,
3226441877-A,3226441877,merged_after_rework,closed,true,138458545,Copilot,https://github.com/python/python-docs-zh-tw/pull/1110,,pr_review_comment,2025-07-13T14:18:00Z,2025-07-14T11:33:08Z,2743,23684,2743,primera_review_aprobada,,,
3228266614-A,3228266614,merged_after_rework,closed,true,134777298,Copilot,https://github.com/microsoft/vscode-pull-request-github/pull/7288,,pr_review_comment,2025-07-14T15:51:40Z,2025-07-14T18:47:52Z,5963,8193,5963,primera_review_aprobada,,,
3228390000-A,3228390000,merged_after_rework,closed,true,421774239,Copilot,https://github.com/elastic/terraform-provider-elasticstack/pull/1204,,pr_review_comment,2025-07-14T11:36:57Z,2025-07-17T20:10:17Z,908,80921,908,primera_review_aprobada,,,
3230608495-A,3230608495,merged_after_rework,closed,true,263179176,Copilot,https://github.com/jeroenterheerdt/HAsmartirrigation/pull/597,,pr_comment,2025-07-15T03:33:30Z,2025-07-15T03:44:06Z,,536,536,merge_sin_review_aprobada,,,
3230736954-A,3230736954,merged_after_rework,closed,true,27460436,Copilot,https://github.com/microsoft/ApplicationInsights-Java/pull/4328,,pr_review_comment,2025-07-15T04:52:27Z,2025-07-15T16:39:14Z,10789,12009,10789,primera_review_aprobada,,,
3232013571-A,3232013571,merged_after_rework,closed,true,42032884,Copilot,https://github.com/commons-app/apps-android-commons/pull/6375,,pr_review,2025-07-15T14:33:29Z,2025-07-15T14:42:55Z,2405,2562,2405,primera_review_aprobada,,,
3232670129-A,3232670129,merged_after_rework,closed,true,967503541,Copilot,https://github.com/Azure/azure-mcp/pull/604,,pr_review_comment,2025-07-15T16:40:06Z,2025-07-17T17:30:34Z,1436,50333,1436,primera_review_aprobada,,,
3235469054-A,3235469054,merged_after_rework,closed,true,268547203,Copilot,https://github.com/dai-shi/excalidraw-claymate/pull/110,,pr_review,2025-07-16T11:24:00Z,2025-07-16T15:33:54Z,4597,4608,4597,primera_review_aprobada,,,
3237746082-A,3237746082,merged_after_rework,closed,true,25868356,Copilot,https://github.com/thrasher-corp/gocryptotrader/pull/1977,,pr_review_comment,2025-07-17T09:53:50Z,2025-07-21T00:20:10Z,8993,95428,8993,primera_review_aprobada,,,
3237976887-A,3237976887,merged_after_rework,closed,true,263179176,Copilot,https://github.com/jeroenterheerdt/HAsmartirrigation/pull/604,,pr_comment,2025-07-17T03:40:36Z,2025-07-18T20:35:57Z,,40940,40940,merge_sin_review_aprobada,,,
3239311333-A,3239311333,merged_after_rework,closed,true,694946961,Copilot,https://github.com/AfterShip/clickhouse-sql-parser/pull/175,,pr_review_comment,2025-07-17T14:12:41Z,2025-07-17T14:16:26Z,2292,2297,2292,primera_review_aprobada,,,
3245471319-A,3245471319,merged_after_rework,closed,true,93882897,Copilot,https://github.com/shader-slang/slang/pull/7841,,pr_review,2025-07-20T22:05:09Z,2025-07-21T18:14:55Z,837,48837,837,primera_review_aprobada,,,
3246149669-A,3246149669,merged_after_rework,closed,true,192521247,Copilot,https://github.com/metowolf/vCards/pull/607,,pr_comment,2025-07-20T08:42:15Z,2025-07-20T08:47:51Z,216,224,216,primera_review_aprobada,,,
3247869356-A,3247869356,merged_after_rework,closed,true,126682032,Copilot,https://github.com/zwave-js/zwave-js/pull/7992,,pr_review_comment,2025-07-21T10:26:08Z,2025-07-21T14:11:09Z,1345,4703,1345,primera_review_aprobada,,,
3255564010-A,3255564010,merged_after_rework,closed,true,826168160,Copilot,https://github.com/docling-project/docling/pull/1975,,pr_review,2025-07-23T11:34:08Z,2025-07-23T11:50:40Z,2401,2731,2401,primera_review_aprobada,,,
3256236380-A,3256236380,merged_after_rework,closed,true,946174307,Copilot,https://github.com/modelcontextprotocol/csharp-sdk/pull/645,,pr_review_comment,2025-07-23T15:09:48Z,2025-07-23T16:52:46Z,3361,4205,3361,primera_review_aprobada,,,
3261628283-A,3261628283,merged_after_rework,closed,true,93882897,Copilot,https://github.com/shader-slang/slang/pull/7915,,pr_review_comment,2025-07-25T01:39:01Z,2025-07-25T06:13:44Z,1055,5137,1055,primera_review_aprobada,,,
3262092562-A,3262092562,merged_after_rework,closed,true,561788386,Copilot,https://github.com/irihitech/Semi.Avalonia/pull/646,,pr_review_comment,2025-07-25T06:31:09Z,2025-07-25T09:29:43Z,3471,3474,3471,primera_review_aprobada,,,
3263074697-A,3263074697,merged_after_rework,closed,true,331251676,Copilot,https://github.com/samchon/nestia/pull/1345,,pr_review,2025-07-25T12:58:12Z,2025-07-26T13:07:46Z,,24546,24546,merge_sin_review_aprobada,,,
3266983404-A,3266983404,merged_after_rework,closed,true,715152522,Copilot,https://github.com/Ljzd-PRO/KToolBox/pull/265,,pr_comment,2025-07-28T19:48:18Z,2025-07-29T02:48:48Z,,40093,40093,merge_sin_review_aprobada,,,
3271579785-A,3271579785,merged_after_rework,closed,true,35890081,Copilot,https://github.com/dotnet/docs/pull/47606,,pr_review_comment,2025-07-29T10:14:56Z,2025-07-29T17:06:01Z,239,16805,239,primera_review_aprobada,,,
3130792767-A,3130792767,merged_after_rework,closed,true,597502256,Cursor,https://github.com/keephq/keep/pull/4994,,pr_review,2025-06-10T07:38:31Z,2025-06-10T07:38:47Z,15214,15219,15214,primera_review_aprobada,,,
3131174613-A,3131174613,merged_after_rework,closed,true,33837371,Cursor,https://github.com/getsentry/sentry-docs/pull/13971,,pr_review_comment,2025-06-09T19:27:06Z,2025-06-09T20:03:04Z,430,1028,430,primera_review_aprobada,,,
3131698049-A,3131698049,merged_after_rework,closed,true,671269505,Cursor,https://github.com/BerriAI/litellm/pull/11564,,pr_comment,2025-06-09T23:05:10Z,2025-06-09T23:05:08Z,,2,2,merge_sin_review_aprobada,,,
3133836979-A,3133836979,merged_after_rework,closed,true,873328,Cursor,https://github.com/getsentry/sentry/pull/93224,,pr_review_comment,2025-06-12T22:14:58Z,2025-06-18T23:03:03Z,200331,200517,200331,primera_review_aprobada,,,
3133978465-A,3133978465,merged_after_rework,closed,true,665613753,Cursor,https://github.com/elie222/inbox-zero/pull/498,,pr_comment,2025-06-10T15:10:13Z,2025-06-10T17:56:39Z,,2777,2777,merge_sin_review_aprobada,,,
3135169379-A,3135169379,merged_after_rework,closed,true,33837371,Cursor,https://github.com/getsentry/sentry-docs/pull/13994,,pr_review_comment,2025-06-18T07:12:54Z,2025-06-20T11:53:40Z,226671,226976,226671,primera_review_aprobada,,,
3148367585-A,3148367585,merged_after_rework,closed,true,357728969,Cursor,https://github.com/oven-sh/bun/pull/20419,,pr_comment,2025-06-16T02:48:41Z,2025-06-17T20:31:17Z,41416,41712,41416,primera_review_aprobada,,,
3154921524-A,3154921524,merged_after_rework,closed,true,117757315,Cursor,https://github.com/getsentry/relay/pull/4821,,pr_review_comment,2025-06-17T22:34:44Z,2025-06-20T07:48:39Z,57242,57242,57242,primera_review_aprobada,,,
3154952530-A,3154952530,merged_after_rework,closed,true,899127822,Cursor,https://github.com/WorkflowAI/WorkflowAI/pull/489,,pr_review_comment,2025-06-17T22:58:16Z,2025-06-18T15:43:08Z,2516,16761,2516,primera_review_aprobada,,,
3161958337-A,3161958337,merged_after_rework,closed,true,59370571,Cursor,https://github.com/electricitymaps/electricitymaps-contrib/pull/8235,,pr_review,2025-06-20T08:49:32Z,2025-06-20T08:55:31Z,3459,3559,3459,primera_review_aprobada,,,
3179930805-A,3179930805,merged_after_rework,closed,true,917358773,Cursor,https://github.com/trycompai/comp/pull/1072,,pr_comment,2025-06-26T18:09:50Z,2025-06-26T18:45:14Z,,594,594,merge_sin_review_aprobada,,,
3184110162-A,3184110162,merged_after_rework,closed,true,873328,Cursor,https://github.com/getsentry/sentry/pull/94573,,pr_review_comment,2025-06-27T21:25:04Z,2025-07-02T17:37:17Z,99599,116369,99599,primera_review_aprobada,,,
3190006754-A,3190006754,merged_after_rework,closed,true,965250949,Cursor,https://github.com/theopenco/llmgateway/pull/420,,pr_review_comment,2025-07-02T23:24:01Z,2025-07-02T23:42:13Z,7350,49471,7350,primera_review_aprobada,,,
3203378613-A,3203378613,merged_after_rework,closed,true,668493044,Cursor,https://github.com/514-labs/moose/pull/2531,,pr_review_comment,2025-07-07T17:42:06Z,2025-07-09T21:03:53Z,71152,123380,71152,primera_review_aprobada,,,
3217026130-A,3217026130,merged_after_rework,closed,true,529729250,Cursor,https://github.com/thirdweb-dev/js/pull/7574,,pr_comment,2025-07-09T22:46:51Z,2025-07-09T22:47:29Z,,2562,2562,merge_sin_review_aprobada,,,
3219092077-A,3219092077,merged_after_rework,closed,true,175391102,Cursor,https://github.com/acts-project/acts/pull/4414,,pr_review_comment,2025-07-11T15:48:09Z,2025-07-12T19:45:42Z,43549,55635,43549,primera_review_aprobada,,,
3235036061-A,3235036061,merged_after_rework,closed,true,98913726,Cursor,https://github.com/getsentry/sentry-dart/pull/3084,,pr_review,2025-07-17T13:05:57Z,2025-07-21T10:49:18Z,28396,122119,28396,primera_review_aprobada,,,
2761376844-A,2761376844,merged_after_rework,closed,true,742063678,Devin,https://github.com/crewAIInc/crewAI-tools/pull/160,,pr_comment,2024-12-28T00:56:38Z,2024-12-28T01:09:02Z,140,229,140,primera_review_aprobada,,,
2763395657-A,2763395657,merged_after_rework,closed,true,710601088,Devin,https://github.com/crewAIInc/crewAI/pull/1820,,pr_comment,2024-12-30T15:56:06Z,2024-12-30T19:58:18Z,4072,4079,4072,primera_review_aprobada,,,
2766513428-A,2766513428,merged_after_rework,closed,true,526617419,Devin,https://github.com/LIT-Protocol/js-sdk/pull/754,,pr_review_comment,2025-01-06T13:53:54Z,2025-01-15T17:42:43Z,93407,310512,93407,primera_review_aprobada,,,
2788912798-A,2788912798,merged_after_rework,closed,true,275993885,Devin,https://github.com/appsmithorg/appsmith/pull/38656,,pr_comment,2025-01-15T08:17:07Z,2025-01-16T11:53:35Z,24859,29876,24859,primera_review_aprobada,,,
2797157546-A,2797157546,merged_after_rework,closed,true,553878560,Devin,https://github.com/modal-labs/modal-client/pull/2781,,pr_review_comment,2025-01-18T20:36:42Z,2025-01-19T03:16:51Z,7277,7278,7277,primera_review_aprobada,,,
2821659019-A,2821659019,merged_after_rework,closed,true,283046497,Devin,https://github.com/airbytehq/airbyte/pull/52663,,pr_review_comment,2025-02-09T05:44:21Z,2025-02-09T05:59:02Z,226175,226389,226175,primera_review_aprobada,,,
2824282372-A,2824282372,merged_after_rework,closed,true,425803244,Devin,https://github.com/pyth-network/pyth-crosschain/pull/2318,,pr_review_comment,2025-01-31T20:56:08Z,2025-01-31T22:00:11Z,2130,2131,2130,primera_review_aprobada,,,
2838943759-A,2838943759,merged_after_rework,closed,true,425803244,Devin,https://github.com/pyth-network/pyth-crosschain/pull/2353,,pr_review_comment,2025-02-07T19:36:10Z,2025-02-12T16:54:08Z,112480,117350,112480,primera_review_aprobada,,,
2840202434-A,2840202434,merged_after_rework,closed,true,710601088,Devin,https://github.com/crewAIInc/crewAI/pull/2063,,pr_comment,2025-02-08T18:39:37Z,2025-02-09T19:35:52Z,24969,24971,24969,primera_review_aprobada,,,
2863371219-A,2863371219,merged_after_rework,closed,true,81314550,Devin,https://github.com/wix/react-native-ui-lib/pull/3521,,pr_review_comment,2025-02-23T13:13:21Z,2025-02-24T08:25:54Z,114831,114841,114831,primera_review_aprobada,,,
2876998138-A,2876998138,merged_after_rework,closed,true,283046497,Devin,https://github.com/airbytehq/airbyte/pull/54670,,pr_review,2025-02-26T01:00:53Z,2025-03-01T19:52:58Z,19820,110688,19820,primera_review_aprobada,,,
2889287277-A,2889287277,merged_after_rework,closed,true,886899801,Devin,https://github.com/vlm-run/vlmrun-hub/pull/122,,pr_review_comment,2025-03-02T03:06:18Z,2025-03-02T03:12:01Z,301,394,301,primera_review_aprobada,,,
2892364883-A,2892364883,merged_after_rework,closed,true,859537060,Devin,https://github.com/antiwork/shortest/pull/378,,pr_review_comment,2025-03-04T20:06:36Z,2025-03-05T00:36:05Z,27033,27039,27033,primera_review_aprobada,,,
2901256184-A,2901256184,merged_after_rework,closed,true,283046497,Devin,https://github.com/airbytehq/airbyte/pull/55234,,pr_review,2025-03-06T19:53:59Z,2025-03-06T20:15:07Z,318,670,318,primera_review_aprobada,,,
2910029842-A,2910029842,merged_after_rework,closed,true,710601088,Devin,https://github.com/crewAIInc/crewAI/pull/2335,,pr_comment,2025-03-11T10:43:19Z,2025-03-11T10:49:19Z,,134,134,merge_sin_review_aprobada,,,
